1,28/11/2023 19:34:41,18.1
2,28/11/2023 19:34:42,18.1
3,28/11/2023 19:34:43,18.1
4,28/11/2023 19:34:44,18.1
5,28/11/2023 19:34:45,18.1
6,28/11/2023 19:34:46,18.1
7,28/11/2023 19:34:47,18.1
8,28/11/2023 19:34:48,18.1
9,28/11/2023 19:34:49,18.1
10,28/11/2023 19:34:50,18.1
11,28/11/2023 19:34:51,18.1
12,28/11/2023 19:34:52,18.1
13,28/11/2023 19:34:53,18.1
14,28/11/2023 19:34:54,18.1
15,28/11/2023 19:34:55,18.1
16,28/11/2023 19:34:56,18.1
17,28/11/2023 19:34:57,18.1
18,28/11/2023 19:34:58,18.1
19,28/11/2023 19:34:59,18.1
20,28/11/2023 19:35:00,18.1
21,28/11/2023 19:35:01,18.1
22,28/11/2023 19:35:02,18.1
23,28/11/2023 19:35:03,18.1
24,28/11/2023 19:35:04,18.1
25,28/11/2023 19:35:05,18.1
26,28/11/2023 19:35:06,18.1
27,28/11/2023 19:35:07,18.1
28,28/11/2023 19:35:08,18.1
29,28/11/2023 19:35:09,18.1
30,28/11/2023 19:35:10,18.1
31,28/11/2023 19:35:11,18.1
32,28/11/2023 19:35:12,18.1
33,28/11/2023 19:35:13,18.1
34,28/11/2023 19:35:14,18.1
35,28/11/2023 19:35:15,18.1
36,28/11/2023 19:35:16,18.1
37,28/11/2023 19:35:17,18.1
38,28/11/2023 19:35:18,18.1
39,28/11/2023 19:35:19,18.1
40,28/11/2023 19:35:20,18.1
41,28/11/2023 19:35:21,18.1
42,28/11/2023 19:35:22,18.1
43,28/11/2023 19:35:23,18.1
44,28/11/2023 19:35:24,18.1
45,28/11/2023 19:35:25,18.1
46,28/11/2023 19:35:26,18.1
47,28/11/2023 19:35:27,18.1
48,28/11/2023 19:35:28,18.1
49,28/11/2023 19:35:29,18.1
50,28/11/2023 19:35:30,18.1
51,28/11/2023 19:35:31,18.1
52,28/11/2023 19:35:32,18.1
53,28/11/2023 19:35:33,18.1
54,28/11/2023 19:35:34,18.1
55,28/11/2023 19:35:35,18.1
56,28/11/2023 19:35:36,18.1
57,28/11/2023 19:35:37,18.1
58,28/11/2023 19:35:38,18
59,28/11/2023 19:35:39,18.1
60,28/11/2023 19:35:40,18.1
61,28/11/2023 19:35:41,18.1
62,28/11/2023 19:35:42,18.1
63,28/11/2023 19:35:43,18.1
64,28/11/2023 19:35:44,18
65,28/11/2023 19:35:45,18.1
66,28/11/2023 19:35:46,18.1
67,28/11/2023 19:35:47,18.1
68,28/11/2023 19:35:48,18.1
69,28/11/2023 19:35:49,18.1
70,28/11/2023 19:35:50,18.1
71,28/11/2023 19:35:51,18.1
72,28/11/2023 19:35:52,18.1
73,28/11/2023 19:35:53,18.1
74,28/11/2023 19:35:54,18.1
75,28/11/2023 19:35:55,18.1
76,28/11/2023 19:35:56,18.1
77,28/11/2023 19:35:57,18.1
78,28/11/2023 19:35:58,18.1
79,28/11/2023 19:35:59,18.1
80,28/11/2023 19:36:00,18.1
81,28/11/2023 19:36:01,18.1
82,28/11/2023 19:36:02,18.1
83,28/11/2023 19:36:03,18.1
84,28/11/2023 19:36:04,18.1
85,28/11/2023 19:36:05,18.1
86,28/11/2023 19:36:06,18.1
87,28/11/2023 19:36:07,18.1
88,28/11/2023 19:36:08,18.1
89,28/11/2023 19:36:09,18.1
90,28/11/2023 19:36:10,18.1
91,28/11/2023 19:36:11,18.1
92,28/11/2023 19:36:12,18.1
93,28/11/2023 19:36:13,18.1
94,28/11/2023 19:36:14,18.1
95,28/11/2023 19:36:15,18.1
96,28/11/2023 19:36:16,18.1
97,28/11/2023 19:36:17,18.1
98,28/11/2023 19:36:18,18.1
99,28/11/2023 19:36:19,18.1
100,28/11/2023 19:36:20,18.1
101,28/11/2023 19:36:21,18.1
102,28/11/2023 19:36:22,18.1
103,28/11/2023 19:36:23,18.1
104,28/11/2023 19:36:24,18.1
105,28/11/2023 19:36:25,18.1
106,28/11/2023 19:36:26,18.1
107,28/11/2023 19:36:27,18.1
108,28/11/2023 19:36:28,18.1
109,28/11/2023 19:36:29,18.1
110,28/11/2023 19:36:30,18.1
111,28/11/2023 19:36:31,18.1
112,28/11/2023 19:36:32,18.1
113,28/11/2023 19:36:33,18.1
114,28/11/2023 19:36:34,18.1
115,28/11/2023 19:36:35,18.1
116,28/11/2023 19:36:36,18.1
117,28/11/2023 19:36:37,18.1
118,28/11/2023 19:36:38,18.1
119,28/11/2023 19:36:39,18.1
120,28/11/2023 19:36:40,18.1
121,28/11/2023 19:36:41,18.1
122,28/11/2023 19:36:42,18.1
123,28/11/2023 19:36:43,18.1
124,28/11/2023 19:36:44,18.1
125,28/11/2023 19:36:45,18.1
126,28/11/2023 19:36:46,18.1
127,28/11/2023 19:36:47,18.1
128,28/11/2023 19:36:48,18.1
129,28/11/2023 19:36:49,18.1
130,28/11/2023 19:36:50,18.1
131,28/11/2023 19:36:51,18.1
132,28/11/2023 19:36:52,18.1
133,28/11/2023 19:36:53,18.1
134,28/11/2023 19:36:54,18.1
135,28/11/2023 19:36:55,18.1
136,28/11/2023 19:36:56,18.1
137,28/11/2023 19:36:57,18.1
138,28/11/2023 19:36:58,18.1
139,28/11/2023 19:36:59,18.1
140,28/11/2023 19:37:00,18.1
141,28/11/2023 19:37:01,18.1
142,28/11/2023 19:37:02,18.1
143,28/11/2023 19:37:03,18.1
